Date,Severity,Crashes
3/29/2015,Possible/Unknown,20
3/30/2015,Property Damage Only,94
3/30/2015,Minor Injury,17
3/30/2015,Major Injury,5
3/30/2015,Possible/Unknown,25
3/31/2015,Property Damage Only,90
3/31/2015,Minor Injury,9
3/31/2015,Major Injury,3
3/31/2015,Fatal,3
3/31/2015,Possible/Unknown,21
4/1/2015,Property Damage Only,112
4/1/2015,Minor Injury,16
4/1/2015,Major Injury,6
4/1/2015,Fatal,1
4/1/2015,Possible/Unknown,28
4/2/2015,Property Damage Only,87
4/2/2015,Minor Injury,14
4/2/2015,Major Injury,3
4/2/2015,Possible/Unknown,26
4/3/2015,Property Damage Only,94
4/3/2015,Minor Injury,8
4/3/2015,Major Injury,2
4/3/2015,Possible/Unknown,20
4/4/2015,Property Damage Only,68
4/4/2015,Minor Injury,14
4/4/2015,Major Injury,4
4/4/2015,Fatal,2
4/4/2015,Possible/Unknown,20
4/5/2015,Property Damage Only,53
4/5/2015,Minor Injury,9
4/5/2015,Major Injury,5
4/5/2015,Fatal,2
4/5/2015,Possible/Unknown,11
4/6/2015,Property Damage Only,87
4/6/2015,Minor Injury,5
4/6/2015,Major Injury,1
4/6/2015,Possible/Unknown,28
4/7/2015,Property Damage Only,58
4/7/2015,Minor Injury,6
4/7/2015,Major Injury,2
4/7/2015,Fatal,1
4/7/2015,Possible/Unknown,22
4/8/2015,Property Damage Only,84
4/8/2015,Minor Injury,9
4/8/2015,Major Injury,2
4/8/2015,Possible/Unknown,15
4/9/2015,Property Damage Only,98
4/9/2015,Minor Injury,13
4/9/2015,Major Injury,1
4/9/2015,Fatal,1
4/9/2015,Possible/Unknown,35
4/10/2015,Property Damage Only,112
4/10/2015,Minor Injury,15
4/10/2015,Major Injury,3
4/10/2015,Possible/Unknown,38
4/11/2015,Property Damage Only,82
4/11/2015,Minor Injury,18
4/11/2015,Major Injury,4
4/11/2015,Possible/Unknown,20
4/12/2015,Property Damage Only,51
4/12/2015,Minor Injury,9
4/12/2015,Major Injury,2
4/12/2015,Fatal,1
4/12/2015,Possible/Unknown,16
4/13/2015,Property Damage Only,96
4/13/2015,Minor Injury,6
4/13/2015,Major Injury,1
4/13/2015,Fatal,1
4/13/2015,Possible/Unknown,22
4/14/2015,Property Damage Only,91
4/14/2015,Minor Injury,18
4/14/2015,Major Injury,2
4/14/2015,Possible/Unknown,17
4/15/2015,Property Damage Only,73
4/15/2015,Minor Injury,9
4/15/2015,Major Injury,2
4/15/2015,Possible/Unknown,21
4/16/2015,Property Damage Only,77
4/16/2015,Minor Injury,12
4/16/2015,Major Injury,5
4/16/2015,Fatal,1
4/16/2015,Possible/Unknown,30
4/17/2015,Property Damage Only,104
4/17/2015,Minor Injury,21
4/17/2015,Major Injury,6
4/17/2015,Fatal,3
4/17/2015,Possible/Unknown,31
4/18/2015,Property Damage Only,73
4/18/2015,Minor Injury,10
4/18/2015,Major Injury,5
4/18/2015,Possible/Unknown,20
4/19/2015,Property Damage Only,75
4/19/2015,Minor Injury,10
4/19/2015,Major Injury,4
4/19/2015,Fatal,1
4/19/2015,Possible/Unknown,13
4/20/2015,Property Damage Only,74
4/20/2015,Minor Injury,6
4/20/2015,Fatal,2
4/20/2015,Possible/Unknown,11
4/21/2015,Property Damage Only,86
4/21/2015,Minor Injury,13
4/21/2015,Major Injury,3
4/21/2015,Possible/Unknown,27
4/22/2015,Property Damage Only,87
4/22/2015,Minor Injury,11
4/22/2015,Major Injury,4
4/22/2015,Fatal,2
4/22/2015,Possible/Unknown,19
4/23/2015,Property Damage Only,77
4/23/2015,Minor Injury,14
4/23/2015,Possible/Unknown,28
4/24/2015,Property Damage Only,122
4/24/2015,Minor Injury,8
4/24/2015,Major Injury,2
4/24/2015,Fatal,1
4/24/2015,Possible/Unknown,28
4/25/2015,Property Damage Only,66
4/25/2015,Minor Injury,10
4/25/2015,Major Injury,1
4/25/2015,Possible/Unknown,20
4/26/2015,Property Damage Only,70
4/26/2015,Minor Injury,21
4/26/2015,Major Injury,5
4/26/2015,Fatal,1
4/26/2015,Possible/Unknown,24
4/27/2015,Property Damage Only,89
4/27/2015,Minor Injury,12
4/27/2015,Major Injury,1
4/27/2015,Fatal,1
4/27/2015,Possible/Unknown,19
4/28/2015,Property Damage Only,99
4/28/2015,Minor Injury,15
4/28/2015,Major Injury,6
4/28/2015,Possible/Unknown,34
4/29/2015,Property Damage Only,98
4/29/2015,Minor Injury,9
4/29/2015,Major Injury,1
4/29/2015,Fatal,3
4/29/2015,Possible/Unknown,15
4/30/2015,Property Damage Only,89
4/30/2015,Minor Injury,14
4/30/2015,Major Injury,3
4/30/2015,Fatal,1
4/30/2015,Possible/Unknown,24
5/1/2015,Property Damage Only,112
5/1/2015,Minor Injury,15
5/1/2015,Major Injury,3
5/1/2015,Fatal,1
5/1/2015,Possible/Unknown,34
5/2/2015,Property Damage Only,82
5/2/2015,Minor Injury,16
5/2/2015,Major Injury,4
5/2/2015,Possible/Unknown,23
5/3/2015,Property Damage Only,55
5/3/2015,Minor Injury,13
5/3/2015,Major Injury,5
5/3/2015,Fatal,3
5/3/2015,Possible/Unknown,25
5/4/2015,Property Damage Only,109
5/4/2015,Minor Injury,16
5/4/2015,Major Injury,4
5/4/2015,Fatal,1
5/4/2015,Possible/Unknown,20
5/5/2015,Property Damage Only,97
5/5/2015,Minor Injury,11
5/5/2015,Major Injury,4
5/5/2015,Possible/Unknown,22
5/6/2015,Property Damage Only,97
5/6/2015,Minor Injury,12
5/6/2015,Major Injury,6
5/6/2015,Fatal,1
5/6/2015,Possible/Unknown,24
5/7/2015,Property Damage Only,107
5/7/2015,Minor Injury,16
5/7/2015,Major Injury,4
5/7/2015,Possible/Unknown,18
5/8/2015,Property Damage Only,113
5/8/2015,Minor Injury,9
5/8/2015,Major Injury,4
5/8/2015,Fatal,1
5/8/2015,Possible/Unknown,32
5/9/2015,Property Damage Only,82
5/9/2015,Minor Injury,21
5/9/2015,Major Injury,6
5/9/2015,Fatal,1
5/9/2015,Possible/Unknown,26
5/10/2015,Property Damage Only,75
5/10/2015,Minor Injury,10
5/10/2015,Major Injury,4
5/10/2015,Fatal,1
5/10/2015,Possible/Unknown,15
5/11/2015,Property Damage Only,80
5/11/2015,Minor Injury,5
5/11/2015,Major Injury,1
5/11/2015,Possible/Unknown,15
5/12/2015,Property Damage Only,83
5/12/2015,Minor Injury,19
5/12/2015,Major Injury,4
5/12/2015,Fatal,1
5/12/2015,Possible/Unknown,24
5/13/2015,Property Damage Only,107
5/13/2015,Minor Injury,7
5/13/2015,Major Injury,2
5/13/2015,Possible/Unknown,30
5/14/2015,Property Damage Only,110
5/14/2015,Minor Injury,11
5/14/2015,Major Injury,1
5/14/2015,Possible/Unknown,36
5/15/2015,Property Damage Only,133
5/15/2015,Minor Injury,19
5/15/2015,Major Injury,4
5/15/2015,Possible/Unknown,32
5/16/2015,Property Damage Only,81
5/16/2015,Minor Injury,16
5/16/2015,Major Injury,7
5/16/2015,Fatal,3
5/16/2015,Possible/Unknown,28
5/17/2015,Property Damage Only,72
5/17/2015,Minor Injury,14
5/17/2015,Major Injury,4
5/17/2015,Fatal,1
5/17/2015,Possible/Unknown,21
5/18/2015,Property Damage Only,110
5/18/2015,Minor Injury,10
5/18/2015,Major Injury,2
5/18/2015,Possible/Unknown,24
5/19/2015,Property Damage Only,87
5/19/2015,Minor Injury,14
5/19/2015,Major Injury,3
5/19/2015,Possible/Unknown,25
5/20/2015,Property Damage Only,113
5/20/2015,Minor Injury,12
5/20/2015,Major Injury,2
5/20/2015,Fatal,1
5/20/2015,Possible/Unknown,28
5/21/2015,Property Damage Only,92
5/21/2015,Minor Injury,19
5/21/2015,Major Injury,3
5/21/2015,Fatal,2
5/21/2015,Possible/Unknown,23
5/22/2015,Property Damage Only,117
5/22/2015,Minor Injury,19
5/22/2015,Major Injury,5
5/22/2015,Fatal,1
5/22/2015,Possible/Unknown,34
5/23/2015,Property Damage Only,76
5/23/2015,Minor Injury,13
5/23/2015,Major Injury,2
5/23/2015,Possible/Unknown,17
5/24/2015,Property Damage Only,74
5/24/2015,Minor Injury,15
5/24/2015,Major Injury,3
5/24/2015,Fatal,1
5/24/2015,Possible/Unknown,17
5/25/2015,Property Damage Only,72
5/25/2015,Minor Injury,14
5/25/2015,Major Injury,7
5/25/2015,Fatal,1
5/25/2015,Possible/Unknown,23
5/26/2015,Property Damage Only,148
5/26/2015,Minor Injury,21
5/26/2015,Major Injury,3
5/26/2015,Possible/Unknown,44
5/27/2015,Property Damage Only,99
5/27/2015,Minor Injury,14
5/27/2015,Major Injury,4
5/27/2015,Possible/Unknown,26
5/28/2015,Property Damage Only,100
5/28/2015,Minor Injury,18
5/28/2015,Major Injury,1
5/28/2015,Fatal,1
5/28/2015,Possible/Unknown,26
5/29/2015,Property Damage Only,119
5/29/2015,Minor Injury,14
5/29/2015,Major Injury,3
5/29/2015,Possible/Unknown,21
5/30/2015,Property Damage Only,86
5/30/2015,Minor Injury,8
5/30/2015,Major Injury,6
5/30/2015,Fatal,1
5/30/2015,Possible/Unknown,26
5/31/2015,Property Damage Only,89
5/31/2015,Minor Injury,13
5/31/2015,Major Injury,3
5/31/2015,Fatal,1
5/31/2015,Possible/Unknown,20
6/1/2015,Property Damage Only,103
6/1/2015,Minor Injury,23
6/1/2015,Major Injury,5
6/1/2015,Fatal,1
6/1/2015,Possible/Unknown,19
6/2/2015,Property Damage Only,113
6/2/2015,Minor Injury,10
6/2/2015,Fatal,2
6/2/2015,Possible/Unknown,29
6/3/2015,Property Damage Only,99
6/3/2015,Minor Injury,24
6/3/2015,Major Injury,7
6/3/2015,Fatal,2
6/3/2015,Possible/Unknown,18
6/4/2015,Property Damage Only,100
6/4/2015,Minor Injury,15
6/4/2015,Major Injury,2
6/4/2015,Fatal,3
6/4/2015,Possible/Unknown,33
6/5/2015,Property Damage Only,115
6/5/2015,Minor Injury,15
6/5/2015,Major Injury,1
6/5/2015,Possible/Unknown,27
6/6/2015,Property Damage Only,86
6/6/2015,Minor Injury,21
6/6/2015,Major Injury,5
6/6/2015,Fatal,2
6/6/2015,Possible/Unknown,20
6/7/2015,Property Damage Only,82
6/7/2015,Minor Injury,13
6/7/2015,Major Injury,7
6/7/2015,Fatal,1
6/7/2015,Possible/Unknown,23
6/8/2015,Property Damage Only,119
6/8/2015,Minor Injury,15
6/8/2015,Major Injury,2
6/8/2015,Possible/Unknown,25
6/9/2015,Property Damage Only,103
6/9/2015,Minor Injury,14
6/9/2015,Major Injury,4
6/9/2015,Possible/Unknown,19
6/10/2015,Property Damage Only,119
6/10/2015,Minor Injury,18
6/10/2015,Major Injury,7
6/10/2015,Fatal,1
6/10/2015,Possible/Unknown,21
6/11/2015,Property Damage Only,121
6/11/2015,Minor Injury,24
6/11/2015,Major Injury,4
6/11/2015,Possible/Unknown,24
6/12/2015,Property Damage Only,107
6/12/2015,Minor Injury,13
6/12/2015,Major Injury,3
6/12/2015,Fatal,1
6/12/2015,Possible/Unknown,23
6/13/2015,Property Damage Only,102
6/13/2015,Minor Injury,9
6/13/2015,Major Injury,4
6/13/2015,Possible/Unknown,17
6/14/2015,Property Damage Only,73
6/14/2015,Minor Injury,9
6/14/2015,Major Injury,3
6/14/2015,Possible/Unknown,13
6/15/2015,Property Damage Only,113
6/15/2015,Minor Injury,9
6/15/2015,Major Injury,1
6/15/2015,Possible/Unknown,27
6/16/2015,Property Damage Only,112
6/16/2015,Minor Injury,13
6/16/2015,Major Injury,2
6/16/2015,Possible/Unknown,33
6/17/2015,Property Damage Only,82
6/17/2015,Minor Injury,8
6/17/2015,Major Injury,3
6/17/2015,Fatal,1
6/17/2015,Possible/Unknown,22
6/18/2015,Property Damage Only,105
6/18/2015,Minor Injury,15
6/18/2015,Major Injury,4
6/18/2015,Fatal,2
6/18/2015,Possible/Unknown,30
6/19/2015,Property Damage Only,110
6/19/2015,Minor Injury,17
6/19/2015,Major Injury,9
6/19/2015,Possible/Unknown,27
6/20/2015,Property Damage Only,79
6/20/2015,Minor Injury,14
6/20/2015,Major Injury,8
6/20/2015,Fatal,2
6/20/2015,Possible/Unknown,24
6/21/2015,Property Damage Only,80
6/21/2015,Minor Injury,12
6/21/2015,Major Injury,3
6/21/2015,Possible/Unknown,16
6/22/2015,Property Damage Only,109
6/22/2015,Minor Injury,13
6/22/2015,Major Injury,4
6/22/2015,Possible/Unknown,31
6/23/2015,Property Damage Only,83
6/23/2015,Minor Injury,13
6/23/2015,Major Injury,2
6/23/2015,Fatal,1
6/23/2015,Possible/Unknown,25
6/24/2015,Property Damage Only,125
6/24/2015,Minor Injury,14
6/24/2015,Major Injury,2
6/24/2015,Possible/Unknown,24
6/25/2015,Property Damage Only,107
6/25/2015,Minor Injury,12
6/25/2015,Major Injury,2
6/25/2015,Possible/Unknown,22
6/26/2015,Property Damage Only,142
6/26/2015,Minor Injury,10
6/26/2015,Major Injury,4
6/26/2015,Possible/Unknown,27
6/27/2015,Property Damage Only,95
6/27/2015,Minor Injury,21
6/27/2015,Major Injury,4
6/27/2015,Fatal,1
6/27/2015,Possible/Unknown,28
6/28/2015,Property Damage Only,66
6/28/2015,Minor Injury,17
6/28/2015,Major Injury,5
6/28/2015,Possible/Unknown,14
6/29/2015,Property Damage Only,114
6/29/2015,Minor Injury,16
6/29/2015,Major Injury,3
6/29/2015,Fatal,3
6/29/2015,Possible/Unknown,20
6/30/2015,Property Damage Only,84
6/30/2015,Minor Injury,13
6/30/2015,Major Injury,4
6/30/2015,Possible/Unknown,27
7/1/2015,Property Damage Only,84
7/1/2015,Minor Injury,14
7/1/2015,Major Injury,5
7/1/2015,Possible/Unknown,20
7/2/2015,Property Damage Only,97
7/2/2015,Minor Injury,16
7/2/2015,Major Injury,3
7/2/2015,Fatal,1
7/2/2015,Possible/Unknown,18
7/3/2015,Property Damage Only,88
7/3/2015,Minor Injury,17
7/3/2015,Major Injury,4
7/3/2015,Fatal,2
7/3/2015,Possible/Unknown,26
7/4/2015,Property Damage Only,87
7/4/2015,Minor Injury,16
7/4/2015,Major Injury,10
7/4/2015,Fatal,1
7/4/2015,Possible/Unknown,25
7/5/2015,Property Damage Only,81
7/5/2015,Minor Injury,12
7/5/2015,Major Injury,9
7/5/2015,Possible/Unknown,18
7/6/2015,Property Damage Only,126
7/6/2015,Minor Injury,20
7/6/2015,Major Injury,5
7/6/2015,Fatal,1
7/6/2015,Possible/Unknown,36
7/7/2015,Property Damage Only,82
7/7/2015,Minor Injury,15
7/7/2015,Major Injury,6
7/7/2015,Fatal,1
7/7/2015,Possible/Unknown,23
7/8/2015,Property Damage Only,86
7/8/2015,Minor Injury,15
7/8/2015,Major Injury,2
7/8/2015,Fatal,1
7/8/2015,Possible/Unknown,23
7/9/2015,Property Damage Only,117
7/9/2015,Minor Injury,25
7/9/2015,Major Injury,3
7/9/2015,Possible/Unknown,27
7/10/2015,Property Damage Only,109
7/10/2015,Minor Injury,21
7/10/2015,Major Injury,2
7/10/2015,Possible/Unknown,32
7/11/2015,Property Damage Only,78
7/11/2015,Minor Injury,15
7/11/2015,Major Injury,3
7/11/2015,Fatal,1
7/11/2015,Possible/Unknown,18
7/12/2015,Property Damage Only,80
7/12/2015,Minor Injury,14
7/12/2015,Major Injury,2
7/12/2015,Fatal,1
7/12/2015,Possible/Unknown,10
7/13/2015,Property Damage Only,107
7/13/2015,Minor Injury,26
7/13/2015,Major Injury,4
7/13/2015,Possible/Unknown,21
7/14/2015,Property Damage Only,111
7/14/2015,Minor Injury,17
7/14/2015,Major Injury,4
7/14/2015,Fatal,1
7/14/2015,Possible/Unknown,29
7/15/2015,Property Damage Only,97
7/15/2015,Minor Injury,17
7/15/2015,Major Injury,5
7/15/2015,Fatal,2
7/15/2015,Possible/Unknown,25
7/16/2015,Property Damage Only,85
7/16/2015,Minor Injury,11
7/16/2015,Major Injury,3
7/16/2015,Fatal,1
7/16/2015,Possible/Unknown,26
7/17/2015,Property Damage Only,113
7/17/2015,Minor Injury,22
7/17/2015,Major Injury,4
7/17/2015,Possible/Unknown,27
7/18/2015,Property Damage Only,94
7/18/2015,Minor Injury,10
7/18/2015,Major Injury,2
7/18/2015,Fatal,1
7/18/2015,Possible/Unknown,20
7/19/2015,Property Damage Only,66
7/19/2015,Minor Injury,14
7/19/2015,Major Injury,7
7/19/2015,Fatal,3
7/19/2015,Possible/Unknown,13
7/20/2015,Property Damage Only,86
7/20/2015,Minor Injury,21
7/20/2015,Major Injury,3
7/20/2015,Fatal,1
7/20/2015,Possible/Unknown,19
7/21/2015,Property Damage Only,87
7/21/2015,Minor Injury,15
7/21/2015,Major Injury,8
7/21/2015,Fatal,1
7/21/2015,Possible/Unknown,28
7/22/2015,Property Damage Only,85
7/22/2015,Minor Injury,17
7/22/2015,Major Injury,1
7/22/2015,Possible/Unknown,25
7/23/2015,Property Damage Only,102
7/23/2015,Minor Injury,20
7/23/2015,Major Injury,5
7/23/2015,Fatal,1
7/23/2015,Possible/Unknown,27
7/24/2015,Property Damage Only,111
7/24/2015,Minor Injury,16
7/24/2015,Major Injury,8
7/24/2015,Fatal,1
7/24/2015,Possible/Unknown,33
7/25/2015,Property Damage Only,83
7/25/2015,Minor Injury,16
7/25/2015,Major Injury,9
7/25/2015,Fatal,1
7/25/2015,Possible/Unknown,19
7/26/2015,Property Damage Only,63
7/26/2015,Minor Injury,15
7/26/2015,Major Injury,2
7/26/2015,Fatal,2
7/26/2015,Possible/Unknown,10
7/27/2015,Property Damage Only,83
7/27/2015,Minor Injury,12
7/27/2015,Major Injury,1
7/27/2015,Possible/Unknown,19
7/28/2015,Property Damage Only,112
7/28/2015,Minor Injury,16
7/28/2015,Major Injury,3
7/28/2015,Fatal,1
7/28/2015,Possible/Unknown,28
7/29/2015,Property Damage Only,80
7/29/2015,Minor Injury,14
7/29/2015,Major Injury,5
7/29/2015,Fatal,2
7/29/2015,Possible/Unknown,26
7/30/2015,Property Damage Only,93
7/30/2015,Minor Injury,20
7/30/2015,Major Injury,3
7/30/2015,Fatal,2
7/30/2015,Possible/Unknown,28
7/31/2015,Property Damage Only,124
7/31/2015,Minor Injury,16
7/31/2015,Major Injury,6
7/31/2015,Fatal,1
7/31/2015,Possible/Unknown,23
8/1/2015,Property Damage Only,86
8/1/2015,Minor Injury,17
8/1/2015,Major Injury,5
8/1/2015,Possible/Unknown,29
8/2/2015,Property Damage Only,66
8/2/2015,Minor Injury,18
8/2/2015,Major Injury,9
8/2/2015,Fatal,2
8/2/2015,Possible/Unknown,17
8/3/2015,Property Damage Only,94
8/3/2015,Minor Injury,13
8/3/2015,Major Injury,1
8/3/2015,Possible/Unknown,21
8/4/2015,Property Damage Only,80
8/4/2015,Minor Injury,12
8/4/2015,Major Injury,6
8/4/2015,Fatal,3
8/4/2015,Possible/Unknown,22
8/5/2015,Property Damage Only,84
8/5/2015,Minor Injury,13
8/5/2015,Major Injury,4
8/5/2015,Possible/Unknown,21
8/6/2015,Property Damage Only,92
8/6/2015,Minor Injury,19
8/6/2015,Major Injury,5
8/6/2015,Fatal,3
8/6/2015,Possible/Unknown,19
8/7/2015,Property Damage Only,100
8/7/2015,Minor Injury,20
8/7/2015,Major Injury,3
8/7/2015,Fatal,1
8/7/2015,Possible/Unknown,20
8/8/2015,Property Damage Only,73
8/8/2015,Minor Injury,14
8/8/2015,Major Injury,3
8/8/2015,Fatal,1
8/8/2015,Possible/Unknown,26
8/9/2015,Property Damage Only,58
8/9/2015,Minor Injury,11
8/9/2015,Major Injury,6
8/9/2015,Possible/Unknown,9
8/10/2015,Property Damage Only,87
8/10/2015,Minor Injury,21
8/10/2015,Major Injury,3
8/10/2015,Fatal,1
8/10/2015,Possible/Unknown,23
8/11/2015,Property Damage Only,80
8/11/2015,Minor Injury,11
8/11/2015,Major Injury,8
8/11/2015,Fatal,1
8/11/2015,Possible/Unknown,37
8/12/2015,Property Damage Only,99
8/12/2015,Minor Injury,17
8/12/2015,Major Injury,3
8/12/2015,Fatal,1
8/12/2015,Possible/Unknown,32
8/13/2015,Property Damage Only,105
8/13/2015,Minor Injury,10
8/13/2015,Major Injury,1
8/13/2015,Fatal,1
8/13/2015,Possible/Unknown,27
8/14/2015,Property Damage Only,101
8/14/2015,Minor Injury,25
8/14/2015,Major Injury,3
8/14/2015,Fatal,6
8/14/2015,Possible/Unknown,18
8/15/2015,Property Damage Only,74
8/15/2015,Minor Injury,13
8/15/2015,Major Injury,8
8/15/2015,Fatal,2
8/15/2015,Possible/Unknown,34
8/16/2015,Property Damage Only,52
8/16/2015,Minor Injury,18
8/16/2015,Major Injury,7
8/16/2015,Fatal,4
8/16/2015,Possible/Unknown,21
8/17/2015,Property Damage Only,98
8/17/2015,Minor Injury,12
8/17/2015,Major Injury,6
8/17/2015,Fatal,2
8/17/2015,Possible/Unknown,22
8/18/2015,Property Damage Only,98
8/18/2015,Minor Injury,17
8/18/2015,Major Injury,3
8/18/2015,Fatal,1
8/18/2015,Possible/Unknown,19
8/19/2015,Property Damage Only,76
8/19/2015,Minor Injury,11
8/19/2015,Major Injury,4
8/19/2015,Fatal,1
8/19/2015,Possible/Unknown,18
8/20/2015,Property Damage Only,95
8/20/2015,Minor Injury,21
8/20/2015,Major Injury,4
8/20/2015,Possible/Unknown,27
8/21/2015,Property Damage Only,108
8/21/2015,Minor Injury,20
8/21/2015,Major Injury,9
8/21/2015,Fatal,1
8/21/2015,Possible/Unknown,29
8/22/2015,Property Damage Only,84
8/22/2015,Minor Injury,13
8/22/2015,Major Injury,4
8/22/2015,Possible/Unknown,20
8/23/2015,Property Damage Only,65
8/23/2015,Minor Injury,10
8/23/2015,Major Injury,2
8/23/2015,Fatal,2
8/23/2015,Possible/Unknown,17
8/24/2015,Property Damage Only,103
8/24/2015,Minor Injury,19
8/24/2015,Major Injury,1
8/24/2015,Possible/Unknown,31
8/25/2015,Property Damage Only,113
8/25/2015,Minor Injury,16
8/25/2015,Major Injury,5
8/25/2015,Possible/Unknown,20
8/26/2015,Property Damage Only,100
8/26/2015,Minor Injury,17
8/26/2015,Major Injury,2
8/26/2015,Possible/Unknown,27
8/27/2015,Property Damage Only,90
8/27/2015,Minor Injury,11
8/27/2015,Major Injury,4
8/27/2015,Fatal,3
8/27/2015,Possible/Unknown,32
8/28/2015,Property Damage Only,109
8/28/2015,Minor Injury,15
8/28/2015,Major Injury,2
8/28/2015,Fatal,1
8/28/2015,Possible/Unknown,35
8/29/2015,Property Damage Only,72
8/29/2015,Minor Injury,17
8/29/2015,Major Injury,5
8/29/2015,Possible/Unknown,26
8/30/2015,Property Damage Only,55
8/30/2015,Minor Injury,19
8/30/2015,Major Injury,3
8/30/2015,Fatal,2
8/30/2015,Possible/Unknown,15
8/31/2015,Property Damage Only,73
8/31/2015,Minor Injury,15
8/31/2015,Major Injury,1
8/31/2015,Fatal,2
8/31/2015,Possible/Unknown,18
9/1/2015,Property Damage Only,105
9/1/2015,Minor Injury,12
9/1/2015,Major Injury,2
9/1/2015,Possible/Unknown,21
9/2/2015,Property Damage Only,123
9/2/2015,Minor Injury,15
